Journal title,ISSN,eISSN,Publisher details
IET BIOMETRICS,2047-4938,2047-4946,WILEY
IET CIRCUITS DEVICES & SYSTEMS,1751-858X,1751-8598,WILEY
IET COMMUNICATIONS,1751-8628,1751-8636,INST ENGINEERING TECHNOLOGY-IET
IET COMPUTERS AND DIGITAL TECHNIQUES,1751-8601,1751-861X,WILEY
IET COMPUTER VISION,1751-9632,1751-9640,WILEY
IET CONTROL THEORY AND APPLICATIONS,1751-8644,1751-8652,WILEY
IETE JOURNAL OF RESEARCH,0377-2063,0974-780X,TAYLOR & FRANCIS LTD
IET ELECTRICAL SYSTEMS IN TRANSPORTATION,2042-9738,2042-9746,WILEY
IET ELECTRIC POWER APPLICATIONS,1751-8660,1751-8679,WILEY
IETE TECHNICAL REVIEW,0256-4602,0974-5971,TAYLOR & FRANCIS LTD
IET GENERATION TRANSMISSION & DISTRIBUTION,1751-8687,1751-8695,INST ENGINEERING TECHNOLOGY-IET
IET IMAGE PROCESSING,1751-9659,1751-9667,WILEY
IET INFORMATION SECURITY,1751-8709,1751-8717,WILEY
IET INTELLIGENT TRANSPORT SYSTEMS,1751-956X,1751-9578,WILEY
IET MICROWAVES ANTENNAS & PROPAGATION,1751-8725,1751-8733,WILEY
IET NANOBIOTECHNOLOGY,1751-8741,1751-875X,WILEY
IET OPTOELECTRONICS,1751-8768,1751-8776,WILEY
IET POWER ELECTRONICS,1755-4535,1755-4543,WILEY
IET RADAR SONAR AND NAVIGATION,1751-8784,1751-8792,WILEY
IET RENEWABLE POWER GENERATION,1752-1416,1752-1424,INST ENGINEERING TECHNOLOGY-IET
IET SCIENCE MEASUREMENT & TECHNOLOGY,1751-8822,1751-8830,WILEY
IET SIGNAL PROCESSING,1751-9675,1751-9683,WILEY
IET SOFTWARE,1751-8806,1751-8814,WILEY
IET SYSTEMS BIOLOGY,1751-8849,1751-8857,INST ENGINEERING TECHNOLOGY-IET
IFOREST-BIOGEOSCIENCES AND FORESTRY,1971-7458,1971-7458,SISEF-SOC ITALIANA SELVICOLTURA ECOL FORESTALE
IHERINGIA SERIE BOTANICA,,2446-8231,"FUNDACAO ZOOBOTANICA  RIO GRANDE SUL, MUSEU CIENCIAS NATURAIS"
IHERINGIA SERIE ZOOLOGIA,0073-4721,1678-4766,"FUNDACAO ZOOBOTANICA  RIO GRANDE SUL, MUSEU CIENCIAS NATURAIS"
IISE TRANSACTIONS,2472-5854,2472-5862,TAYLOR & FRANCIS INC
IMA FUNGUS,2210-6340,2210-6359,BMC
IMAGE ANALYSIS & STEREOLOGY,1580-3139,1854-5165,INT SOC STEREOLOGY
IMAGE AND VISION COMPUTING,0262-8856,1872-8138,ELSEVIER
IMAGING SCIENCE JOURNAL,1368-2199,1743-131X,TAYLOR & FRANCIS LTD
IMA JOURNAL OF APPLIED MATHEMATICS,0272-4960,1464-3634,OXFORD UNIV PRESS
IMA JOURNAL OF MANAGEMENT MATHEMATICS,1471-678X,1471-6798,OXFORD UNIV PRESS
IMA JOURNAL OF MATHEMATICAL CONTROL AND INFORMATION,0265-0754,1471-6887,OXFORD UNIV PRESS
IMA JOURNAL OF NUMERICAL ANALYSIS,0272-4979,1464-3642,OXFORD UNIV PRESS
IMETA,2770-5986,2770-596X,WILEY
IMMUNE NETWORK,1598-2629,2092-6685,KOREA ASSOC IMMUNOLOGISTS
IMMUNITY,1074-7613,1097-4180,CELL PRESS
IMMUNITY & AGEING,1742-4933,1742-4933,BMC
IMMUNITY INFLAMMATION AND DISEASE,,2050-4527,WILEY
IMMUNOBIOLOGY,0171-2985,1878-3279,ELSEVIER GMBH
IMMUNOGENETICS,0093-7711,1432-1211,SPRINGER
IMMUNOLOGICAL INVESTIGATIONS,0882-0139,1532-4311,TAYLOR & FRANCIS INC
IMMUNOLOGICAL REVIEWS,0105-2896,1600-065X,WILEY
IMMUNOLOGIC RESEARCH,0257-277X,1559-0755,SPRINGER
IMMUNOLOGY,0019-2805,1365-2567,WILEY
IMMUNOLOGY AND ALLERGY CLINICS OF NORTH AMERICA,0889-8561,1557-8607,W B SAUNDERS CO-ELSEVIER INC
IMMUNOLOGY AND CELL BIOLOGY,0818-9641,1440-1711,WILEY
IMMUNOLOGY LETTERS,0165-2478,1879-0542,ELSEVIER
IMMUNOPHARMACOLOGY AND IMMUNOTOXICOLOGY,0892-3973,1532-2513,TAYLOR & FRANCIS LTD
IMMUNOTHERAPY,1750-743X,1750-7448,TAYLOR & FRANCIS LTD
IMPLANTOLOGIE,0943-9692,0943-9692,QUINTESSENZ VERLAGS-GMBH
IMPLEMENTATION SCIENCE,1748-5908,1748-5908,BMC
INDAGATIONES MATHEMATICAE-NEW SERIES,0019-3577,1872-6100,ELSEVIER
INDIANA UNIVERSITY MATHEMATICS JOURNAL,0022-2518,1943-5258,INDIANA UNIV MATH JOURNAL
INDIAN JOURNAL OF AGRICULTURAL SCIENCES,0019-5022,2394-3319,INDIAN COUNC AGRICULTURAL RES
INDIAN JOURNAL OF ANIMAL RESEARCH,0367-6722,0367-6722,AGRICULTURAL RESEARCH COMMUNICATION CENTRE
INDIAN JOURNAL OF ANIMAL SCIENCES,0367-8318,0367-8318,INDIAN COUNC AGRICULTURAL RES
INDIAN JOURNAL OF BIOCHEMISTRY & BIOPHYSICS,0301-1208,0975-0959,NATL INST SCIENCE COMMUNICATION-NISCAIR
INDIAN JOURNAL OF BIOTECHNOLOGY,0972-5849,0975-0967,NATL INST SCIENCE COMMUNICATION-NISCAIR
INDIAN JOURNAL OF CANCER,0019-509X,1998-4774,WOLTERS KLUWER MEDKNOW PUBLICATIONS
INDIAN JOURNAL OF CHEMICAL TECHNOLOGY,0971-457X,0975-0991,NATL INST SCIENCE COMMUNICATION-NISCAIR
INDIAN JOURNAL OF CHEMISTRY,0019-5103,0019-5103,NATL INST SCIENCE COMMUNICATION & POLICY RESEARCH-NISCPR
INDIAN JOURNAL OF DERMATOLOGY,0019-5154,1998-3611,WOLTERS KLUWER MEDKNOW PUBLICATIONS
INDIAN JOURNAL OF DERMATOLOGY VENEREOLOGY & LEPROLOGY,0378-6323,0973-3922,SCIENTIFIC SCHOLAR LLC
INDIAN JOURNAL OF ENGINEERING AND MATERIALS SCIENCES,0971-4588,0975-1017,NATL INST SCIENCE COMMUNICATION-NISCAIR
INDIAN JOURNAL OF EXPERIMENTAL BIOLOGY,0019-5189,0975-1009,NATL INST SCIENCE COMMUNICATION-NISCAIR
INDIAN JOURNAL OF FIBRE & TEXTILE RESEARCH,0971-0426,0975-1025,NATL INST SCIENCE COMMUNICATION-NISCAIR
INDIAN JOURNAL OF FISHERIES,0970-6011,,CENTRAL MARINE FISHERIES RESEARCH INST
INDIAN JOURNAL OF GENETICS AND PLANT BREEDING,0019-5200,0975-6906,INDIAN SOC GENET PLANT BREEDING
INDIAN JOURNAL OF GEO-MARINE SCIENCES,,2582-6727,NATL INST SCIENCE COMMUNICATION-NISCAIR
INDIAN JOURNAL OF HEMATOLOGY AND BLOOD TRANSFUSION,0971-4502,0974-0449,SPRINGER INDIA
INDIAN JOURNAL OF HETEROCYCLIC CHEMISTRY,0971-1627,2456-4311,CONNECT JOURNALS
INDIAN JOURNAL OF MEDICAL MICROBIOLOGY,0255-0857,1998-3646,ELSEVIER
INDIAN JOURNAL OF MEDICAL RESEARCH,0971-5916,0971-5916,SCIENTIFIC SCHOLAR LLC
INDIAN JOURNAL OF MICROBIOLOGY,0046-8991,0973-7715,SPRINGER
INDIAN JOURNAL OF OPHTHALMOLOGY,0301-4738,1998-3689,WOLTERS KLUWER MEDKNOW PUBLICATIONS
INDIAN JOURNAL OF ORTHOPAEDICS,0019-5413,1998-3727,SPRINGER HEIDELBERG
INDIAN JOURNAL OF PATHOLOGY AND MICROBIOLOGY,0377-4929,0974-5130,WOLTERS KLUWER MEDKNOW PUBLICATIONS
INDIAN JOURNAL OF PEDIATRICS,0019-5456,0973-7693,SPRINGER INDIA
INDIAN JOURNAL OF PHARMACEUTICAL EDUCATION AND RESEARCH,0019-5464,0019-5464,ASSOC PHARMACEUTICAL TEACHERS INDIA
INDIAN JOURNAL OF PHARMACOLOGY,0253-7613,1998-3751,WOLTERS KLUWER MEDKNOW PUBLICATIONS
INDIAN JOURNAL OF PHYSICS,0973-1458,0974-9845,INDIAN ASSOC CULTIVATION SCIENCE
INDIAN JOURNAL OF PSYCHIATRY,0019-5545,1998-3794,WOLTERS KLUWER MEDKNOW PUBLICATIONS
INDIAN JOURNAL OF PUBLIC HEALTH,0019-557X,2229-7693,WOLTERS KLUWER MEDKNOW PUBLICATIONS
INDIAN JOURNAL OF PURE & APPLIED MATHEMATICS,0019-5588,0975-7465,INDIAN NAT SCI ACAD
INDIAN JOURNAL OF PURE & APPLIED PHYSICS,0019-5596,0975-1041,NATL INST SCIENCE COMMUNICATION-NISCAIR
INDIAN JOURNAL OF SURGERY,0972-2068,0973-9793,SPRINGER INDIA
INDIAN JOURNAL OF TRADITIONAL KNOWLEDGE,0972-5938,0975-1068,NATL INST SCIENCE COMMUNICATION-NISCAIR
INDIAN PEDIATRICS,0019-6061,0974-7559,SPRINGER INDIA
INDOOR AIR,0905-6947,1600-0668,WILEY
INDOOR AND BUILT ENVIRONMENT,1420-326X,1423-0070,SAGE PUBLICATIONS LTD
INDUSTRIAL CROPS AND PRODUCTS,0926-6690,1872-633X,ELSEVIER
INDUSTRIAL & ENGINEERING CHEMISTRY RESEARCH,0888-5885,1520-5045,AMER CHEMICAL SOC
INDUSTRIAL HEALTH,0019-8366,1880-8026,"NATL INST OCCUPATIONAL SAFETY & HEALTH, JAPAN"
INDUSTRIAL LUBRICATION AND TRIBOLOGY,0036-8792,1758-5775,EMERALD GROUP PUBLISHING LTD
INDUSTRIAL MANAGEMENT & DATA SYSTEMS,0263-5577,1758-5783,EMERALD GROUP PUBLISHING LTD
INDUSTRIAL ROBOT-THE INTERNATIONAL JOURNAL OF ROBOTICS RESEARCH AND APPLICATION,0143-991X,1758-5791,EMERALD GROUP PUBLISHING LTD
INDUSTRIA TEXTILA,1222-5347,,INST NATL CERCETARE-DEZVOLTARE TEXTILE PIELARIE-BUCURESTI
INFECTION,0300-8126,1439-0973,SPRINGER HEIDELBERG
INFECTION AND DRUG RESISTANCE,1178-6973,1178-6973,DOVE MEDICAL PRESS LTD
INFECTION AND IMMUNITY,0019-9567,1098-5522,AMER SOC MICROBIOLOGY
INFECTION CONTROL & HOSPITAL EPIDEMIOLOGY,0899-823X,1559-6834,CAMBRIDGE UNIV PRESS
INFECTION GENETICS AND EVOLUTION,1567-1348,1567-7257,ELSEVIER
INFECTIOUS AGENTS AND CANCER,1750-9378,1750-9378,BMC
INFECTIOUS DISEASE CLINICS OF NORTH AMERICA,0891-5520,1557-9824,W B SAUNDERS CO-ELSEVIER INC
INFECTIOUS DISEASES,2374-4235,2374-4243,TAYLOR & FRANCIS LTD
INFECTIOUS DISEASES AND THERAPY,2193-8229,2193-6382,SPRINGER LONDON LTD
INFECTIOUS DISEASES NOW,2666-9927,2666-9919,ELSEVIER FRANCE-EDITIONS SCIENTIFIQUES MEDICALES ELSEVIER
INFECTIOUS DISEASES OF POVERTY,2095-5162,2049-9957,BMC
INFINITE DIMENSIONAL ANALYSIS QUANTUM PROBABILITY AND RELATED TOPICS,0219-0257,1793-6306,WORLD SCIENTIFIC PUBL CO PTE LTD
INFLAMMATION,0360-3997,1573-2576,SPRINGER/PLENUM PUBLISHERS
INFLAMMATION AND REGENERATION,,1880-8190,BMC
INFLAMMATION RESEARCH,1023-3830,1420-908X,SPRINGER BASEL AG
INFLAMMATORY BOWEL DISEASES,1078-0998,1536-4844,OXFORD UNIV PRESS INC
INFLAMMOPHARMACOLOGY,0925-4692,1568-5608,SPRINGER BASEL AG
INFLUENZA AND OTHER RESPIRATORY VIRUSES,1750-2640,1750-2659,WILEY
INFOMAT,,2567-3165,WILEY
INFOR,0315-5986,1916-0615,TAYLOR & FRANCIS INC
INFORMACIJE MIDEM-JOURNAL OF MICROELECTRONICS ELECTRONIC COMPONENTS AND MATERIALS,0352-9045,2232-6979,"SOC MICROELECTRONICS, ELECTRON COMPONENTS MATERIALS-MIDEM"
INFORMATICA,0868-4952,1822-8844,INST MATHEMATICS & INFORMATICS
INFORMATICS FOR HEALTH & SOCIAL CARE,1753-8157,1753-8165,TAYLOR & FRANCIS INC
INFORMATION AND COMPUTATION,0890-5401,1090-2651,ACADEMIC PRESS INC ELSEVIER SCIENCE
INFORMATION AND INFERENCE-A JOURNAL OF THE IMA,2049-8764,2049-8772,OXFORD UNIV PRESS
INFORMATION AND SOFTWARE TECHNOLOGY,0950-5849,1873-6025,ELSEVIER
INFORMATION FUSION,1566-2535,1872-6305,ELSEVIER
INFORMATION & MANAGEMENT,0378-7206,1872-7530,ELSEVIER
INFORMATION PROCESSING IN AGRICULTURE,2214-3173,2214-3173,ELSEVIER
INFORMATION PROCESSING LETTERS,0020-0190,1872-6119,ELSEVIER
INFORMATION PROCESSING & MANAGEMENT,0306-4573,1873-5371,ELSEVIER SCI LTD
INFORMATION SCIENCES,0020-0255,1872-6291,ELSEVIER SCIENCE INC
INFORMATION SYSTEMS,0306-4379,1873-6076,PERGAMON-ELSEVIER SCIENCE LTD
INFORMATION SYSTEMS FRONTIERS,1387-3326,1572-9419,SPRINGER
INFORMATION SYSTEMS MANAGEMENT,1058-0530,1934-8703,TAYLOR & FRANCIS INC
INFORMATION TECHNOLOGY AND CONTROL,1392-124X,1392-124X,KAUNAS UNIV TECHNOLOGY
INFORMATION TECHNOLOGY AND LIBRARIES,0730-9295,2163-5226,AMER LIBRARY ASSOC
INFORMATION VISUALIZATION,1473-8716,1473-8724,SAGE PUBLICATIONS LTD
INFORMES DE LA CONSTRUCCION,0020-0883,1988-3234,CONSEJO SUPERIOR INVESTIGACIONES CIENTIFICAS-CSIC
INFORMS JOURNAL ON APPLIED ANALYTICS,2644-0865,2644-0873,INFORMS
INFORMS JOURNAL ON COMPUTING,1091-9856,1526-5528,INFORMS
INFRARED PHYSICS & TECHNOLOGY,1350-4495,1879-0275,ELSEVIER
INGEGNERIA SISMICA,0393-1420,,PATRON EDITORE S R L
INGENIERIA E INVESTIGACION,0120-5609,2248-8723,"UNIV NAC COLOMBIA, FAC INGENIERIA"
INHALATION TOXICOLOGY,0895-8378,1091-7691,TAYLOR & FRANCIS LTD
INJURY EPIDEMIOLOGY,,2197-1714,BMC
INJURY-INTERNATIONAL JOURNAL OF THE CARE OF THE INJURED,0020-1383,1879-0267,ELSEVIER SCI LTD
INJURY PREVENTION,1353-8047,1475-5785,BMJ PUBLISHING GROUP
INLAND WATER BIOLOGY,1995-0829,1995-0837,MAIK NAUKA/INTERPERIODICA/SPRINGER
INLAND WATERS,2044-2041,2044-205X,TAYLOR & FRANCIS LTD
INNATE IMMUNITY,1753-4259,1753-4267,SAGE PUBLICATIONS LTD
INNERE MEDIZIN,2731-7080,2731-7099,SPRINGER MEDIZIN VERLAG GMBH
INNOVATION IN AGING,,2399-5300,OXFORD UNIV PRESS
INNOVATIVE FOOD SCIENCE & EMERGING TECHNOLOGIES,1466-8564,1878-5522,ELSEVIER SCI LTD
INORGANICA CHIMICA ACTA,0020-1693,1873-3255,ELSEVIER SCIENCE SA
INORGANIC AND NANO-METAL CHEMISTRY,2470-1556,2470-1564,TAYLOR & FRANCIS INC
INORGANIC CHEMISTRY,0020-1669,1520-510X,AMER CHEMICAL SOC
INORGANIC CHEMISTRY COMMUNICATIONS,1387-7003,1879-0259,ELSEVIER
INORGANIC CHEMISTRY FRONTIERS,2052-1553,2052-1553,ROYAL SOC CHEMISTRY
INORGANIC MATERIALS,0020-1685,1608-3172,MAIK NAUKA/INTERPERIODICA/SPRINGER
INORGANICS,,2304-6740,MDPI
IN PRACTICE,0263-841X,2042-7689,JOHN WILEY & SONS LTD
INQUIRY-THE JOURNAL OF HEALTH CARE ORGANIZATION PROVISION AND FINANCING,0046-9580,1945-7243,SAGE PUBLICATIONS INC
INRAE PRODUCTIONS ANIMALES,,2824-3633,INRAE
INSECT BIOCHEMISTRY AND MOLECULAR BIOLOGY,0965-1748,1879-0240,PERGAMON-ELSEVIER SCIENCE LTD
INSECT CONSERVATION AND DIVERSITY,1752-458X,1752-4598,WILEY
INSECTES SOCIAUX,0020-1812,1420-9098,SPRINGER BASEL AG
INSECT MOLECULAR BIOLOGY,0962-1075,1365-2583,WILEY
INSECTS,,2075-4450,MDPI
INSECT SCIENCE,1672-9609,1744-7917,WILEY
INSECT SYSTEMATICS AND DIVERSITY,,2399-3421,OXFORD UNIV PRESS INC
INSECT SYSTEMATICS & EVOLUTION,1399-560X,1876-312X,BRILL
INSIGHT,1354-2575,1754-4904,BRITISH INST NON-DESTRUCTIVE TESTING
INSIGHTS INTO IMAGING,1869-4101,1869-4101,SPRINGER WIEN
INSTRUMENTATION SCIENCE & TECHNOLOGY,1073-9149,1525-6030,TAYLOR & FRANCIS INC
INSTRUMENTS AND EXPERIMENTAL TECHNIQUES,0020-4412,1608-3180,MAIK NAUKA/INTERPERIODICA/SPRINGER
INSURANCE MATHEMATICS & ECONOMICS,0167-6687,1873-5959,ELSEVIER
INTEGRAL EQUATIONS AND OPERATOR THEORY,0378-620X,1420-8989,SPRINGER BASEL AG
INTEGRAL TRANSFORMS AND SPECIAL FUNCTIONS,1065-2469,1476-8291,TAYLOR & FRANCIS LTD
INTEGRATED COMPUTER-AIDED ENGINEERING,1069-2509,1875-8835,IOS PRESS
INTEGRATED ENVIRONMENTAL ASSESSMENT AND MANAGEMENT,1551-3777,1551-3793,WILEY
INTEGRATED FERROELECTRICS,1058-4587,1607-8489,TAYLOR & FRANCIS LTD
INTEGRATING MATERIALS AND MANUFACTURING INNOVATION,2193-9764,2193-9772,SPRINGER HEIDELBERG
INTEGRATION-THE VLSI JOURNAL,0167-9260,1872-7522,ELSEVIER
INTEGRATIVE AND COMPARATIVE BIOLOGY,1540-7063,1557-7023,OXFORD UNIV PRESS INC
INTEGRATIVE BIOLOGY,1757-9694,1757-9708,OXFORD UNIV PRESS
INTEGRATIVE CANCER THERAPIES,1534-7354,1552-695X,SAGE PUBLICATIONS INC
INTEGRATIVE MEDICINE RESEARCH,2213-4220,2213-4239,ELSEVIER
INTEGRATIVE ORGANISMAL BIOLOGY,,2517-4843,OXFORD UNIV PRESS
INTEGRATIVE ZOOLOGY,1749-4877,1749-4869,WILEY
INTELLIGENT DATA ANALYSIS,1088-467X,1571-4128,IOS PRESS
INTELLIGENT SERVICE ROBOTICS,1861-2776,1861-2784,SPRINGER HEIDELBERG
INTENSIVE AND CRITICAL CARE NURSING,0964-3397,1532-4036,ELSEVIER SCI LTD
INTENSIVE CARE MEDICINE,0342-4642,1432-1238,SPRINGER
INTERACTING WITH COMPUTERS,0953-5438,1873-7951,OXFORD UNIV PRESS
INTERCIENCIA,0378-1844,0378-1844,INTERCIENCIA
INTERDISCIPLINARY CARDIOVASCULAR AND THORACIC SURGERY,,2753-670X,OXFORD UNIV PRESS
INTERDISCIPLINARY SCIENCE REVIEWS,0308-0188,1743-2790,SAGE PUBLICATIONS INC
INTERDISCIPLINARY SCIENCES-COMPUTATIONAL LIFE SCIENCES,1913-2751,1867-1462,SPRINGER HEIDELBERG
INTERFACE FOCUS,2042-8898,2042-8901,ROYAL SOC
INTERFACES AND FREE BOUNDARIES,1463-9963,1463-9971,EUROPEAN MATHEMATICAL SOC-EMS
INTERMETALLICS,0966-9795,1879-0216,ELSEVIER SCI LTD
INTERNAL AND EMERGENCY MEDICINE,1828-0447,1970-9366,SPRINGER-VERLAG ITALIA SRL
INTERNAL MEDICINE,0918-2918,1349-7235,JAPAN SOC INTERNAL MEDICINE
INTERNAL MEDICINE JOURNAL,1444-0903,1445-5994,WILEY
INTERNATIONAL AGROPHYSICS,0236-8722,2300-8725,"POLISH ACAD SCIENCES, INST AGROPHYSICS"
INTERNATIONAL ANGIOLOGY,0392-9590,1827-1839,EDIZIONI MINERVA MEDICA
INTERNATIONAL ARAB JOURNAL OF INFORMATION TECHNOLOGY,1683-3198,1683-3198,ZARKA PRIVATE UNIV
INTERNATIONAL ARCHIVES OF ALLERGY AND IMMUNOLOGY,1018-2438,1423-0097,KARGER
INTERNATIONAL ARCHIVES OF OCCUPATIONAL AND ENVIRONMENTAL HEALTH,0340-0131,1432-1246,SPRINGER
INTERNATIONAL BIODETERIORATION & BIODEGRADATION,0964-8305,1879-0208,ELSEVIER SCI LTD
INTERNATIONAL BRAZ J UROL,1677-5538,1677-6119,BRAZILIAN SOC UROL
INTERNATIONAL BREASTFEEDING JOURNAL,1746-4358,1746-4358,BMC
INTERNATIONAL CLINICAL PSYCHOPHARMACOLOGY,0268-1315,1473-5857,LIPPINCOTT WILLIAMS & WILKINS
INTERNATIONAL COMMUNICATIONS IN HEAT AND MASS TRANSFER,0735-1933,1879-0178,PERGAMON-ELSEVIER SCIENCE LTD
INTERNATIONAL DAIRY JOURNAL,0958-6946,1879-0143,ELSEVIER SCI LTD
INTERNATIONAL DENTAL JOURNAL,0020-6539,1875-595X,ELSEVIER
INTERNATIONAL EMERGENCY NURSING,1755-599X,1878-013X,ELSEVIER SCI LTD
INTERNATIONAL ENDODONTIC JOURNAL,0143-2885,1365-2591,WILEY
INTERNATIONAL FOOD AND AGRIBUSINESS MANAGEMENT REVIEW,1559-2448,1559-2448,BRILL
INTERNATIONAL FOOD RESEARCH JOURNAL,1985-4668,2231-7546,UNIV PUTRA MALAYSIA PRESS
INTERNATIONAL FORESTRY REVIEW,1465-5489,2053-7778,COMMONWEALTH FORESTRY ASSOC
INTERNATIONAL FORUM OF ALLERGY & RHINOLOGY,2042-6976,2042-6984,WILEY
INTERNATIONAL GEOLOGY REVIEW,0020-6814,1938-2839,TAYLOR & FRANCIS INC
INTERNATIONAL HEALTH,1876-3413,1876-3405,OXFORD UNIV PRESS
INTERNATIONAL HEART JOURNAL,1349-2365,1349-3299,INT HEART JOURNAL ASSOC
INTERNATIONAL IMMUNOLOGY,0953-8178,1460-2377,OXFORD UNIV PRESS
INTERNATIONAL IMMUNOPHARMACOLOGY,1567-5769,1878-1705,ELSEVIER
INTERNATIONAL JOURNAL FOR MULTISCALE COMPUTATIONAL ENGINEERING,1543-1649,1940-4352,BEGELL HOUSE INC
INTERNATIONAL JOURNAL FOR NUMERICAL AND ANALYTICAL METHODS IN GEOMECHANICS,0363-9061,1096-9853,WILEY
INTERNATIONAL JOURNAL FOR NUMERICAL METHODS IN BIOMEDICAL ENGINEERING,2040-7939,2040-7947,WILEY
INTERNATIONAL JOURNAL FOR NUMERICAL METHODS IN ENGINEERING,0029-5981,1097-0207,WILEY
INTERNATIONAL JOURNAL FOR NUMERICAL METHODS IN FLUIDS,0271-2091,1097-0363,WILEY
INTERNATIONAL JOURNAL FOR PARASITOLOGY,0020-7519,1879-0135,ELSEVIER SCI LTD
INTERNATIONAL JOURNAL FOR PARASITOLOGY-DRUGS AND DRUG RESISTANCE,2211-3207,2211-3207,ELSEVIER SCI LTD
INTERNATIONAL JOURNAL FOR PARASITOLOGY-PARASITES AND WILDLIFE,2213-2244,2213-2244,ELSEVIER
INTERNATIONAL JOURNAL FOR QUALITY IN HEALTH CARE,1353-4505,1464-3677,OXFORD UNIV PRESS
INTERNATIONAL JOURNAL FOR UNCERTAINTY QUANTIFICATION,2152-5080,2152-5099,BEGELL HOUSE INC
INTERNATIONAL JOURNAL FOR VITAMIN AND NUTRITION RESEARCH,0300-9831,1664-2821,IMR PRESS
INTERNATIONAL JOURNAL OF ACAROLOGY,0164-7954,1945-3892,TAYLOR & FRANCIS INC
INTERNATIONAL JOURNAL OF ACOUSTICS AND VIBRATION,1027-5851,2415-1408,INT INST ACOUSTICS & VIBRATION
INTERNATIONAL JOURNAL OF ADAPTIVE CONTROL AND SIGNAL PROCESSING,0890-6327,1099-1115,WILEY
INTERNATIONAL JOURNAL OF ADHESION AND ADHESIVES,0143-7496,1879-0127,ELSEVIER SCI LTD
INTERNATIONAL JOURNAL OF AD HOC AND UBIQUITOUS COMPUTING,1743-8225,1743-8233,INDERSCIENCE ENTERPRISES LTD
INTERNATIONAL JOURNAL OF ADVANCED MANUFACTURING TECHNOLOGY,0268-3768,1433-3015,SPRINGER LONDON LTD
INTERNATIONAL JOURNAL OF ADVANCED ROBOTIC SYSTEMS,1729-8814,1729-8814,SAGE PUBLICATIONS INC
INTERNATIONAL JOURNAL OF AEROACOUSTICS,1475-472X,2048-4003,SAGE PUBLICATIONS INC
INTERNATIONAL JOURNAL OF AERONAUTICAL AND SPACE SCIENCES,2093-274X,2093-2480,SPRINGER
INTERNATIONAL JOURNAL OF AEROSPACE ENGINEERING,1687-5966,1687-5974,WILEY
INTERNATIONAL JOURNAL OF AGRICULTURAL AND BIOLOGICAL ENGINEERING,1934-6344,1934-6352,CHINESE ACAD AGRICULTURAL ENGINEERING
INTERNATIONAL JOURNAL OF AGRICULTURAL SUSTAINABILITY,1473-5903,1747-762X,TAYLOR & FRANCIS LTD
INTERNATIONAL JOURNAL OF AGRICULTURE AND NATURAL RESOURCES,2452-5731,2452-5731,"PONTIFICIA UNIV CATOLICA CHILE, FAC AGRONOMIA INGENIERIA FORESTAL"
INTERNATIONAL JOURNAL OF ALGEBRA AND COMPUTATION,0218-1967,1793-6500,WORLD SCIENTIFIC PUBL CO PTE LTD
INTERNATIONAL JOURNAL OF ANALYTICAL CHEMISTRY,1687-8760,1687-8779,WILEY
INTERNATIONAL JOURNAL OF ANTENNAS AND PROPAGATION,1687-5869,1687-5877,WILEY
INTERNATIONAL JOURNAL OF ANTIMICROBIAL AGENTS,0924-8579,1872-7913,ELSEVIER
INTERNATIONAL JOURNAL OF APPLIED CERAMIC TECHNOLOGY,1546-542X,1744-7402,WILEY
INTERNATIONAL JOURNAL OF APPLIED EARTH OBSERVATION AND GEOINFORMATION,1569-8432,1872-826X,ELSEVIER
INTERNATIONAL JOURNAL OF APPLIED ELECTROMAGNETICS AND MECHANICS,1383-5416,1875-8800,IOS PRESS
INTERNATIONAL JOURNAL OF APPLIED GLASS SCIENCE,2041-1286,2041-1294,"WILEY PERIODICALS, INC"
INTERNATIONAL JOURNAL OF APPLIED MATHEMATICS AND COMPUTER SCIENCE,1641-876X,2083-8492,SCIENDO
INTERNATIONAL JOURNAL OF APPLIED MECHANICS,1758-8251,1758-826X,WORLD SCIENTIFIC PUBL CO PTE LTD
INTERNATIONAL JOURNAL OF APPROXIMATE REASONING,0888-613X,1873-4731,ELSEVIER SCIENCE INC
INTERNATIONAL JOURNAL OF ARCHITECTURAL HERITAGE,1558-3058,1558-3066,TAYLOR & FRANCIS INC
INTERNATIONAL JOURNAL OF ARTIFICIAL ORGANS,0391-3988,1724-6040,SAGE PUBLICATIONS LTD
INTERNATIONAL JOURNAL OF ASTROBIOLOGY,1473-5504,1475-3006,CAMBRIDGE UNIV PRESS
INTERNATIONAL JOURNAL OF AUDIOLOGY,1499-2027,1708-8186,TAYLOR & FRANCIS LTD
INTERNATIONAL JOURNAL OF AUTOMOTIVE TECHNOLOGY,1229-9138,1976-3832,KOREAN SOC AUTOMOTIVE ENGINEERS-KSAE
INTERNATIONAL JOURNAL OF BEHAVIORAL NUTRITION AND PHYSICAL ACTIVITY,,1479-5868,BMC
INTERNATIONAL JOURNAL OF BIFURCATION AND CHAOS,0218-1274,1793-6551,WORLD SCIENTIFIC PUBL CO PTE LTD
INTERNATIONAL JOURNAL OF BIOCHEMISTRY & CELL BIOLOGY,1357-2725,1878-5875,PERGAMON-ELSEVIER SCIENCE LTD
INTERNATIONAL JOURNAL OF BIO-INSPIRED COMPUTATION,1758-0366,1758-0374,INDERSCIENCE ENTERPRISES LTD
