Journal title,ISSN,eISSN,Publisher details,Publisher details2,Country of Publication,Language,Web Address
Organometallics,0276-7333,1520-6041,,,United States,,http://pubs.acs.org/
"Physical Chemistry, Chemical Physics - PCCP",1463-9076,1463-9084,Royal Society of Chemistry (RSC),,United Kingdom,,http://www.rsc.org/publishing/journals/CP/Index.asp
Progress in Materials Science,0079-6425,1873-2208,,,,,http://www.sciencedirect.com/science/journal/00796425
Scripta Materialia,1359-6462,1872-8456,,,United States,,http://www.sciencedirect.com/science/journal/13596462
Small,1613-6810,1613-6829,Wiley-VCH,,Germany,English,https://onlinelibrary.wiley.com/journal/16136829
Soft Matter,1744-683X,1744-6848,Royal Society of Chemistry (RSC),,United Kingdom,English,http://www.rsc.org/Publishing/Journals/sm/About.asp
Solar Energy Materials and Solar Cells,0927-0248,1879-3398,Elsevier,,Netherlands,English,http://www.sciencedirect.com/science/journal/09270248
TrAC. Trends in analytical chemistry,0165-9936,1879-3142,,,,,http://www.sciencedirect.com/science/journal/01659936
Tribology International,0301-679X,1879-2464,Pergamon Press,,Netherlands,,http://www.sciencedirect.com/science/journal/0301679X
Building and Environment,0360-1323,1873-684X,Elsevier,,Netherlands,,http://www.sciencedirect.com/science/journal/03601323
Building Research & Information,0961-3218,1466-4321,Taylor & Francis,,United Kingdom,English,https://www.tandfonline.com/toc/rbri20/current
Cement and Concrete Research,0008-8846,1873-3948,Pergamon Press,,Netherlands,,http://www.sciencedirect.com/science/journal/00088846
CIRP - Journal of Manufacturing Science and Technology,1755-5817,1878-0016,Elsevier,,Netherlands,English,http://www.sciencedirect.com/science/journal/17555817
CIRP annals,0007-8506,1726-0604,,,,,http://www.sciencedirect.com/science/journal/00078506
Coastal Engineering,0378-3839,1872-7379,Elsevier,,Netherlands,,http://www.sciencedirect.com/science/journal/03783839
Cold Regions Science and Technology,0165-232X,1872-7441,Elsevier,,Netherlands,,http://www.sciencedirect.com/science/journal/0165232X
Construction and Building Materials,0950-0618,1879-0526,Elsevier,,Netherlands,,http://www.sciencedirect.com/science/journal/09500618
Engineering structures,0141-0296,1873-7323,,,United Kingdom,,http://www.sciencedirect.com/science/journal/01410296
Experimental mechanics,0014-4851,1741-2765,,,,,http://www.springer.com/gp/products/journals
Fatigue & Fracture of Engineering Materials & Structures (FFEMS),8756-758X,1460-2695,John Wiley & Sons,,United Kingdom,English,https://onlinelibrary.wiley.com/journal/14602695
Fire safety journal,0379-7112,1873-7226,,,,,http://www.sciencedirect.com/science/journal/03797112
Géotechnique,0016-8505,1751-7656,ICE Publishing,,United Kingdom,English,https://www.icevirtuallibrary.com/journal/jgeot
International Journal of Fatigue,0142-1123,1879-3452,,European Structural Integrity Society,United Kingdom,English,https://www.sciencedirect.com/journal/international-journal-of-fatigue
International Journal of Impact Engineering,0734-743X,1879-3509,Elsevier,,United Kingdom,English,http://www.sciencedirect.com/science/journal/0734743X
International journal of machine tools & manufacture,0890-6955,1879-2170,,,United Kingdom,,http://www.sciencedirect.com/science/journal/08906955
International Journal of Material Forming,1960-6206,1960-6214,Springer,,France,,http://www.springer.com/engineering/production+eng/journal/12289
International journal of plasticity,0749-6419,1879-2154,,,,,http://www.sciencedirect.com/science/journal/07496419
International Journal of Production Research,0020-7543,1366-588X,Taylor & Francis,,United Kingdom,English,https://www.tandfonline.com/toc/tprs20/current
International Journal of Technology Management,0267-5730,1741-5276,InderScience Publishers,,Switzerland,,http://www.inderscience.com/browse/index.php?journalCODE=ijtm
Journal of Building Physics,1744-2591,1744-2583,Sage Publications,,United States,,http://www.sagepub.co.uk/journalsProdAims.nav?prodId=Journal201633
Journal of engineering design,0954-4828,1466-1837,,,United Kingdom,,http://www.tandf.co.uk/journals/tf/09544828.html
Journal of engineering materials and technology,0094-4289,1528-8889,,,,,http://www.asme.org/
Journal of Geotechnical and Geoenvironmental Engineering,1090-0241,1943-5606,,,United States,,http://scitation.aip.org/gto/
Journal of Hydraulic Engineering,0733-9429,1943-7900,American Society of Civil Engineers (ASCE),,United States,English,https://ascelibrary.org/journal/jhend8
Journal of Hydraulic Research,0022-1686,1814-2079,,,Spain,,http://www.tandfonline.com/tjhr20/
Journal of Intelligent Manufacturing,0956-5515,1572-8145,Springer,,Netherlands,,http://www.springer.com/business+&+management/production/journal/10845?changeHeader=
Journal of Management in Engineering,0742-597X,1943-5479,,,United States,,http://scitation.aip.org/meo/
Journal of manufacturing systems,0278-6125,1878-6642,,,,,http://www.sciencedirect.com/science/journal/02786125
Journal of Marine Science and Technology,0948-4280,1437-8213,Springer,,Japan,English,https://www.springer.com/journal/773
Journal of Materials Processing Technology,0924-0136,1873-4774,,,Switzerland,,http://www.sciencedirect.com/science/journal/09240136
Journal of Offshore Mechanics and Arctic Engineering,0892-7219,1528-896X,,,United States,,http://offshoremechanics.asmedigitalcollection.asme.org
Journal of Ship Research,0022-4502,1542-0604,Society of Naval Architects and Marine Engineers,,United States,,http://www.sname.org/SNAME/SNAME/Publications/JournalofShipResearch/Default.aspx
Journal of Sound and Vibration,0022-460X,,Elsevier,,United Kingdom,,http://www.sciencedirect.com/science/journal/0022460X
Journal of Structural Engineering,0733-9445,1943-541X,American Society of Civil Engineers (ASCE),,United States,,https://ascelibrary.org/toc/jsendh/current
Journal of the Mechanics and Physics of Solids,0022-5096,1873-4782,Elsevier,,"United Kingdom, Netherlands",English,http://www.sciencedirect.com/science/journal/00225096
Journal of tribology,0742-4787,1528-8897,,,,,http://www.asme.org/
Marine Structures,0951-8339,1873-4170,,,,,http://www.sciencedirect.com/science/journal/09518339
Research in Engineering Design,0934-9839,1435-6066,Springer,,United Kingdom,,http://www.springerlink.com/content/1435-6066/
Road Materials and Pavement Design,1468-0629,2164-7402,Taylor & Francis,,United States,English,https://www.tandfonline.com/toc/trmp20/current
Structural Safety,0167-4730,1879-3355,Elsevier,,Netherlands,,http://www.sciencedirect.com/science/journal/01674730
Systems Engineering,1098-1241,1520-6858,John Wiley & Sons,,United States,,http://eu.wiley.com/WileyCDA/WileyTitle/productCd-SYS.html
Technovation,0166-4972,1879-2383,Elsevier,,"United Kingdom, Netherlands",English,https://www.sciencedirect.com/journal/technovation
The International Journal of Advanced Manufacturing Technology,0268-3768,1433-3015,Springer,,United Kingdom,English,https://link.springer.com/journal/170
Transportation Research,1361-9209,1879-2340,Elsevier,,Netherlands,English,http://www.sciencedirect.com/science/journal/13619209
Transportation Research Part A: Policy and Practice,0965-8564,1879-2375,Elsevier,,Netherlands,,http://www.sciencedirect.com/science/journal/09658564
IEEE transactions on energy conversion,0885-8969,1558-0059,,,United States,,http://www.ieee.org/index.html
IEEE transactions on industrial electronics (1982. Print),0278-0046,1557-9948,,,,,http://www.ieee.org/index.html
IEEE Transactions on Power Delivery,0885-8977,1937-4208,,,United States,,http://www.ieee.org/index.html
IEEE transactions on power electronics,0885-8993,1941-0107,,,,,http://www.ieee.org/index.html
IEEE Transactions on Power Systems,0885-8950,1558-0679,,,United States,,http://www.ieee.org/index.html
IEEE Transactions on Smart Grid,1949-3053,1949-3061,,IEEE Power and Energy Society,United States,English,http://ieeexplore.ieee.org/servlet/opac?punumber=5165411
ACS Energy Letters,,2380-8195,American Chemical Society (ACS),,United States,English,https://pubs.acs.org/journal/aelccp
AIAA Journal,0001-1452,1533-385X,American Institute of Aeronautics and Astronautics (AIAA),,United States,,http://www.aiaa.org/content.cfm?pageid=322&lupubid=2
Combustion and Flame,0010-2180,1556-2921,Elsevier,,Netherlands,,http://www.sciencedirect.com/science/journal/00102180
Energy,0360-5442,1873-6785,Elsevier,,United Kingdom,English,https://www.sciencedirect.com/journal/energy
Energy and Buildings,0378-7788,1872-6178,,,Netherlands,,http://www.sciencedirect.com/science/journal/03787788
Fuel,0016-2361,1873-7153,Elsevier,,United Kingdom,English,https://www.sciencedirect.com/journal/fuel
Joule,,2542-4351,,Cell Press,United States,English,http://www.cell.com/joule/home
Nature Energy,,2058-7546,,Nature Portfolio,United Kingdom,English,http://www.nature.com/nenergy/
Progress in Energy and Combustion Science,0360-1285,1873-216X,,,,,http://www.sciencedirect.com/science/journal/03601285
Renewable and Sustainable Energy Reviews,1364-0321,1879-0690,Elsevier,,United Kingdom,English,https://www.sciencedirect.com/journal/renewable-and-sustainable-energy-reviews
Solar Energy,0038-092X,1471-1257,,,United States,,http://www.sciencedirect.com/science/journal/0038092X
Wind Energy,1095-4244,1099-1824,,,,,http://eu.wiley.com/WileyCDA/
American Association of Petroleum Geologists Bulletin,0149-1423,1558-9153,American Association of Petroleum Geologists (AAPG),,United States,English,http://aapgbull.geoscienceworld.org/
Atmospheric Chemistry and Physics (ACP),1680-7316,1680-7324,,Copernicus GmbH,Germany,English,http://www.atmospheric-chemistry-and-physics.net
Basin Research,0950-091X,1365-2117,,,United Kingdom,,http://www.blackwellpublishing.com/journal.asp?ref=0950-091X
Bulletin of The American Meteorological Society - (BAMS),0003-0007,1520-0477,American Meteorological Society (AMS),,United States,,http://www.ametsoc.org/pubs/bams/
Climate Dynamics,0930-7575,1432-0894,Springer,,Germany,English,http://link.springer.de/link/service/journals/00382/
Contributions to Mineralogy and Petrology,0010-7999,1432-0967,Springer,,Germany,,http://www.springerlink.com/content/100406/
Earth and Planetary Science Letters,0012-821X,1385-013X,Elsevier,,Netherlands,,http://www.sciencedirect.com/science/journal/0012821X
Earth-Science Reviews,0012-8252,1872-6828,Elsevier,,Netherlands,,http://www.sciencedirect.com/science/journal/00128252
Geochimica et Cosmochimica Acta,0016-7037,1872-9533,Elsevier,,Netherlands,,http://www.sciencedirect.com/science/journal/00167037
Geological Society of America Bulletin,0016-7606,1943-2674,The Geological Society of America,,United States,,http://www.gsajournals.org/gsaonline/?request=get-moreinfo&issn=0016-7606
Geology,0091-7613,1943-2682,The Geological Society of America,,United States,,http://www.gsajournals.org/gsaonline/?request=get-moreinfo&issn=0091-7613
Geophysical Journal International,0956-540X,1365-246X,Blackwell Publishing,,United Kingdom,,http://www.blackwellpublishing.com/journal.asp?ref=0956-540X
Geophysical Research Letters,0094-8276,1944-8007,American Geophysical Union (AGU),,United States,English,https://agupubs.onlinelibrary.wiley.com/journal/19448007
Geophysics,0016-8033,1942-2156,,Society of Exploration Geophysicists Foundation,United States,English,https://library.seg.org/journal/gpysa7
Geoscientific Model Development,1991-959X,1991-9603,,Copernicus GmbH,Germany,English,https://www.geoscientific-model-development.net/
Global Biogeochemical Cycles,0886-6236,1944-9224,American Geophysical Union (AGU),American Geophysical Union,United States,English,https://agupubs.onlinelibrary.wiley.com/journal/19449224
Hydrology and Earth System Sciences (HESS),1027-5606,1607-7938,,Copernicus Publications under license by EGU – European Geosciences Union GmbH,Germany,English,https://www.hydrology-and-earth-system-sciences.net/
Journal of Climate,0894-8755,1520-0442,American Meteorological Society (AMS),AMS,United States,,https://www.ametsoc.org/ams/index.cfm/publications/journals/journal-of-climate/
Journal of Geophysical Research (JGR): Atmospheres,2169-897X,2169-8996,American Geophysical Union (AGU),,United States,English,https://agupubs.onlinelibrary.wiley.com/journal/21698996?tabActivePane=
Journal of Geophysical Research (JGR): Biogeosciences,2169-8953,2169-8961,American Geophysical Union (AGU),,United States,English,https://agupubs.onlinelibrary.wiley.com/journal/21698961
Journal of Geophysical Research (JGR): Earth Surface,2169-9003,2169-9011,American Geophysical Union (AGU),,United States,English,https://agupubs.onlinelibrary.wiley.com/journal/21699011
Journal of Geophysical Research (JGR): Oceans,2169-9275,2169-9291,American Geophysical Union (AGU),,United States,English,https://agupubs.onlinelibrary.wiley.com/journal/21699291
Journal of Geophysical Research (JGR): Solid Earth,2169-9313,2169-9356,American Geophysical Union (AGU),,United States,English,https://agupubs.onlinelibrary.wiley.com/journal/21699356
Journal of Hydrology,0022-1694,1879-2707,Elsevier,,Netherlands,English,http://www.sciencedirect.com/science/journal/00221694
Journal of Petrology,0022-3530,1460-2415,Oxford University Press,,United Kingdom,,http://petrology.oxfordjournals.org/
Journal of Physical Oceanography,0022-3670,1520-0485,American Meteorological Society (AMS),,United States,,http://www.ametsoc.org/pubs/journals/jpo/
Journal of Structural Geology,0191-8141,1873-1201,Pergamon Press,,Netherlands,,http://www.sciencedirect.com/science/journal/01918141
Journal of the Atmospheric Sciences,0022-4928,1520-0469,,,United States,,http://eos.wdcb.ru/icsu/navigator/html/jrn00996.htm
Lithos,0024-4937,1872-6143,,,Netherlands,,http://www.sciencedirect.com/science/journal/00244937
Marine Geology,0025-3227,1872-6151,Elsevier,,Netherlands,,http://www.sciencedirect.com/science/journal/00253227
Minerals Engineering,0892-6875,1872-9444,Elsevier,,United Kingdom,English,https://www.sciencedirect.com/journal/minerals-engineering/
Nature Geoscience,1752-0894,1752-0908,,Nature Portfolio,United Kingdom,English,http://www.nature.com/ngeo
"Palaeogeography, Palaeoclimatology, Palaeoecology",0031-0182,1872-616X,Elsevier,,Netherlands,,http://www.sciencedirect.com/science/journal/00310182
Precambrian Research,0301-9268,1872-7433,,,Netherlands,,http://www.sciencedirect.com/science/journal/03019268
Quarterly Journal of the Royal Meteorological Society,0035-9009,1477-870X,John Wiley & Sons,,United Kingdom,,http://interscience.wiley.com/jpages/0035-9009
Quaternary Science Reviews,0277-3791,1873-457X,Elsevier,,Netherlands,English,http://www.sciencedirect.com/science/journal/02773791
Remote Sensing of Environment,0034-4257,1879-0704,,,,,http://www.sciencedirect.com/science/journal/00344257
Rock Mechanics and Rock Engineering,0723-2632,1434-453X,Springer,,Austria,English,https://www.springer.com/journal/603
Science of the Total Environment,0048-9697,1879-1026,Elsevier,,Netherlands,English,https://www.sciencedirect.com/journal/science-of-the-total-environment
Sedimentology,0037-0746,1365-3091,,Blackwell Science Ltd.,United Kingdom,,http://www.blackwell-science.com/~cgilib/jnlpage.bin?Journal=SED&File=SED&Page=aims
SPE Journal,1086-055X,1930-0220,Society of Petroleum Engineers,,United States,English,https://onepetro.org/sj
